Student_ID,Age,Gender,Study_Hours_per_Week,Attendance_Rate,Previous_Score,Assignment_Performance,Sleep_Hours_per_Night,Motivation_Level,Parental_Involvement,Internet_Access,Tutoring,Extracurricular_Activities,Family_Income,Distance_from_School,Learning_Difficulties,Academic_Support,Exam_Score
STU01483,15,Female,12.7,85.3,82.7,81.4,8.7,Medium,Low,Yes,No,No,High,Near,No,No,80.1
STU01484,15,Male,13.8,84.9,55.7,71.7,6.9,Medium,Low,Yes,No,No,High,Far,No,Yes,58.9
STU01485,18,Female,0.0,85.6,87.0,43.8,7.3,High,High,Yes,Yes,No,Low,Near,No,Yes,69.6
STU01486,20,Male,19.5,78.2,57.5,59.0,6.6,High,Medium,Yes,No,Yes,High,Moderate,Yes,No,69.5
STU01487,20,Male,32.4,75.1,48.3,91.4,7.0,Low,Low,Yes,Yes,No,Medium,Moderate,No,No,70.9
STU01488,18,Female,8.4,81.3,39.8,63.1,10.0,Medium,High,Yes,No,No,Medium,Moderate,No,No,42.2
STU01489,21,Male,3.3,91.3,51.6,42.7,6.2,High,Low,Yes,Yes,No,High,Moderate,No,No,64.9
STU01490,19,Female,27.6,66.5,61.3,68.0,4.1,High,Medium,Yes,Yes,No,Medium,Moderate,No,No,70.8
STU01491,15,Male,18.0,70.0,55.6,71.1,7.0,Medium,Medium,Yes,No,Yes,Low,Far,No,No,55.7
STU01492,21,Male,22.2,78.9,45.0,69.5,6.3,Medium,Medium,No,Yes,No,Medium,Far,No,Yes,55.5
STU01493,15,Male,19.0,67.1,64.6,87.9,8.2,High,Medium,Yes,No,No,Medium,Moderate,No,No,74.1
STU01494,19,Male,7.6,70.8,49.5,52.8,7.1,Medium,Medium,Yes,No,No,Low,Moderate,No,Yes,51.5
STU01495,20,Male,22.3,93.1,47.0,68.5,8.8,Low,High,Yes,No,Yes,Medium,Near,No,No,54.2
STU01496,21,Female,11.1,80.6,58.1,63.1,4.1,High,Medium,Yes,Yes,Yes,Medium,Moderate,No,No,56.1
STU01497,17,Female,8.4,76.5,42.3,54.9,8.0,High,Medium,Yes,Yes,No,Medium,Far,Yes,No,57.2
STU01498,17,Female,,86.4,57.8,65.3,9.2,Medium,High,Yes,Yes,Yes,Medium,Near,Yes,No,67.2
STU01499,17,Male,16.4,86.1,53.6,76.3,6.5,High,Medium,Yes,No,Yes,High,Far,No,No,68.2
STU01500,20,Male,18.3,96.6,33.8,78.9,6.5,Medium,Low,Yes,Yes,No,Medium,Far,No,No,62.1
STU01501,20,Male,18.0,67.2,49.9,78.8,6.5,Medium,High,Yes,No,Yes,Medium,Moderate,No,No,66.8
STU01502,19,Male,21.6,75.7,62.2,83.0,6.3,Medium,Medium,Yes,No,Yes,Low,Moderate,No,Yes,63.3
STU01503,15,Female,25.4,79.0,59.8,98.6,8.8,High,Medium,Yes,Yes,Yes,Medium,Moderate,Yes,Yes,82.4
STU01504,19,Male,16.7,88.9,48.5,56.8,5.7,Medium,High,Yes,Yes,No,High,Moderate,No,No,62.9
STU01505,19,Male,26.6,100.0,58.7,77.9,8.0,Medium,Medium,No,No,Yes,Medium,Moderate,Yes,No,61.1
STU01506,20,Female,24.1,90.9,56.0,73.7,4.8,Medium,Low,Yes,No,No,Medium,Far,No,No,63.9
STU01507,17,Male,20.9,82.3,48.8,76.6,5.2,Medium,Medium,No,No,Yes,Medium,Moderate,Yes,No,46.5
STU01508,16,Male,10.4,72.9,62.0,42.2,7.3,Medium,Medium,Yes,Yes,Yes,Medium,Moderate,No,No,57.9
STU01509,15,Male,22.8,71.6,71.1,79.6,5.5,High,Medium,No,No,Yes,Low,Moderate,No,No,66.6
STU01510,20,Male,18.4,94.0,73.9,70.3,5.4,Medium,Medium,Yes,No,Yes,High,Near,No,No,74.2
STU01511,17,Female,4.3,77.1,38.4,61.9,8.9,Medium,Low,Yes,Yes,Yes,Low,Near,No,No,54.7
STU01512,21,Male,5.5,81.5,58.8,79.0,7.8,Medium,Medium,Yes,No,No,Medium,Far,No,Yes,59.2
STU01513,16,Male,5.3,100.0,32.8,56.7,7.1,Medium,High,Yes,No,No,Medium,Near,Yes,No,41.5
STU01514,16,Male,5.5,67.9,49.9,53.4,8.0,High,High,Yes,No,No,Medium,Moderate,Yes,No,43.9
STU01515,20,Male,6.2,87.7,32.3,57.0,5.0,High,Medium,Yes,No,No,Low,Moderate,No,No,52.1
STU01516,18,Male,21.7,76.0,52.2,76.7,5.7,Medium,Low,Yes,Yes,Yes,Medium,Near,No,No,66.4
STU01517,15,Female,15.7,100.0,49.4,69.0,7.4,High,Medium,No,No,No,Low,Near,No,No,70.8
STU01518,16,Female,22.1,75.6,75.1,76.4,4.9,Medium,High,Yes,No,Yes,Low,Far,No,Yes,66.7
STU01519,20,Female,6.0,91.7,44.9,62.3,4.9,High,Low,Yes,Yes,Yes,Medium,Moderate,No,No,61.6
STU01520,20,Male,2.7,66.9,41.7,62.5,6.6,High,Low,Yes,No,Yes,Medium,Moderate,No,Yes,45.2
STU01521,17,Female,8.1,100.0,59.7,58.8,7.3,Medium,Medium,No,Yes,Yes,Low,Far,No,No,62.7
STU01522,21,Female,20.5,94.2,55.4,75.1,6.7,Medium,Medium,Yes,No,No,Low,Near,No,No,71.7
STU01523,18,Male,21.0,79.4,52.0,83.1,5.7,High,High,Yes,Yes,No,High,Near,No,No,77.0
STU01524,15,Female,,88.9,66.5,74.3,5.8,Medium,Medium,No,No,No,High,Moderate,No,Yes,64.3
STU01525,19,Male,17.6,94.6,79.0,80.8,6.7,Low,,No,No,Yes,Low,Moderate,No,No,59.7
STU01526,21,Male,10.9,86.5,56.0,82.3,8.2,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,65.8
STU01527,21,Female,9.2,81.1,68.9,85.6,9.3,Medium,Low,Yes,Yes,Yes,Medium,Far,No,No,74.7
STU01528,17,Male,18.2,84.0,63.2,98.1,7.1,High,Medium,No,No,No,Medium,Far,No,No,75.2
STU01529,16,Female,20.3,86.1,54.4,73.9,4.1,Medium,Medium,Yes,No,Yes,High,Near,No,Yes,61.8
STU01530,16,Male,29.3,85.6,41.0,90.8,8.4,High,Low,Yes,Yes,Yes,Low,Near,No,No,69.3
STU01531,17,Female,7.0,89.3,63.4,57.3,8.0,Medium,Low,Yes,No,No,Medium,Far,No,No,60.5
STU01532,20,Female,6.0,74.8,69.4,54.1,6.2,Medium,High,Yes,Yes,No,Medium,Near,No,No,62.5
STU01533,16,Female,11.0,78.5,50.3,72.6,6.7,High,High,No,No,No,Medium,Near,No,No,57.7
STU01534,18,Male,19.9,81.1,88.5,70.7,9.2,Low,Medium,Yes,Yes,No,Medium,Moderate,No,No,77.6
STU01535,15,Male,31.1,89.7,45.7,95.5,9.4,Low,High,Yes,No,Yes,High,Moderate,Yes,Yes,67.9
STU01536,21,Male,16.1,69.7,69.9,66.0,5.8,Low,Medium,Yes,No,Yes,Low,Moderate,Yes,No,52.2
STU01537,21,Male,8.1,86.5,52.7,47.4,10.0,Low,High,Yes,No,Yes,Low,Near,No,No,48.9
STU01538,18,Male,5.9,92.8,65.3,54.9,7.7,Medium,High,Yes,No,Yes,Low,Moderate,Yes,No,50.2
STU01539,16,Female,10.3,85.5,85.9,70.1,10.0,Medium,High,No,Yes,Yes,High,Moderate,No,No,72.7
STU01540,21,Female,16.8,85.8,65.2,65.5,5.0,High,Medium,Yes,No,No,Medium,Near,No,No,72.4
STU01541,19,Other,20.7,82.0,68.9,78.5,6.2,High,Medium,Yes,Yes,No,Medium,Near,No,No,79.3
STU01542,15,Male,16.7,85.6,62.0,59.2,4.0,Medium,Medium,Yes,No,No,Low,Moderate,No,No,62.8
STU01543,15,Male,9.2,80.6,51.9,51.7,6.7,Low,Medium,No,No,No,High,Far,No,No,45.3
STU01544,21,Male,4.5,83.3,65.4,66.7,8.3,Medium,High,Yes,Yes,No,High,Far,Yes,No,65.4
STU01545,17,Female,20.2,80.6,57.2,68.2,9.8,High,High,Yes,No,Yes,Medium,Near,No,No,70.3
STU01546,21,Female,10.6,83.2,49.8,72.6,5.9,Medium,High,Yes,No,Yes,Medium,Moderate,Yes,No,52.5
STU01547,17,Female,11.3,81.8,76.5,60.2,7.6,Low,Medium,Yes,No,No,Low,Moderate,No,Yes,66.6
STU01548,21,Female,6.9,73.2,74.1,56.5,6.6,Low,Medium,No,Yes,No,Medium,Far,No,No,56.2
STU01549,19,Female,,69.9,47.0,62.3,8.1,Low,Low,No,Yes,Yes,Medium,Moderate,No,No,49.3
STU01550,20,Male,28.2,85.8,65.2,100.0,6.8,Medium,Low,Yes,No,Yes,Low,Near,No,No,78.0
STU01551,15,Male,9.7,91.0,48.1,57.6,6.6,Medium,Low,Yes,No,No,Medium,Moderate,No,No,60.0
STU01552,21,Female,0.0,100.0,68.3,70.6,4.4,High,Medium,Yes,No,No,Low,Near,No,No,65.5
STU01553,19,Male,16.3,96.0,69.7,67.8,7.4,Low,Medium,Yes,No,Yes,Medium,Near,No,No,67.6
STU01554,17,Male,13.8,94.0,67.6,65.2,9.2,Low,Low,Yes,No,Yes,Medium,Moderate,No,No,58.8
STU01555,17,Female,0.0,87.3,62.3,82.2,5.1,High,High,Yes,Yes,Yes,Low,Far,No,No,63.2
STU01556,15,Other,24.1,86.2,46.8,78.3,8.4,High,Medium,Yes,Yes,No,Medium,Near,No,No,76.0
STU01557,18,Female,20.3,77.1,72.0,74.3,7.1,Medium,Medium,No,No,Yes,Medium,Moderate,No,No,74.6
STU01558,21,Female,21.7,76.0,49.5,83.7,4.0,High,Medium,Yes,Yes,No,Low,Near,No,No,66.8
STU01559,16,Female,17.1,86.9,51.5,72.4,6.5,Medium,Medium,No,Yes,Yes,High,Far,No,No,68.2
STU01560,17,Male,4.6,76.7,60.2,61.5,6.6,High,High,No,No,No,Low,Moderate,No,Yes,55.7
STU01561,20,Male,14.5,84.1,67.7,64.6,7.7,High,Low,Yes,Yes,No,Medium,Near,No,No,79.7
STU01562,20,Female,11.2,60.0,82.7,62.5,7.8,High,Medium,Yes,No,No,Low,Near,No,No,68.0
STU01563,17,Female,9.8,89.7,69.8,63.7,7.2,Low,Medium,Yes,No,No,Low,Moderate,No,No,59.5
STU01564,18,Male,28.1,74.7,35.1,78.3,8.0,Medium,High,Yes,No,Yes,Low,Near,No,No,55.3
STU01565,18,Female,7.1,70.7,46.1,76.1,5.6,Low,High,Yes,No,No,Low,Near,No,No,46.3
STU01566,19,Male,11.3,92.2,40.8,63.2,6.7,Medium,Medium,Yes,No,No,Medium,Moderate,No,Yes,51.1
STU01567,20,Male,15.3,94.6,71.5,75.3,6.8,Low,High,Yes,Yes,No,Low,Moderate,No,Yes,76.0
STU01568,19,Female,18.2,84.2,58.7,82.6,8.8,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,No,64.5
STU01569,20,Male,28.5,77.8,47.1,89.4,4.2,Low,Medium,Yes,No,Yes,Low,Near,No,Yes,57.3
STU01570,21,Male,13.7,92.2,77.4,54.7,7.9,High,Medium,No,No,Yes,Low,Moderate,Yes,No,54.8
STU01571,21,Male,17.3,77.3,57.5,81.2,9.3,High,Low,Yes,No,No,Medium,Moderate,No,No,66.6
STU01572,16,Female,5.4,83.4,57.8,59.9,7.2,Low,High,Yes,Yes,Yes,High,Near,Yes,No,51.2
STU01573,21,Male,19.6,98.5,61.1,76.0,10.0,High,Medium,Yes,No,Yes,Medium,Moderate,No,No,77.4
STU01574,16,Female,30.5,88.8,55.8,77.4,6.3,Low,High,Yes,No,Yes,Medium,Near,No,No,64.0
STU01575,21,Female,11.6,84.5,70.1,70.0,6.8,Low,Medium,Yes,Yes,No,Low,Far,No,No,64.5
STU01576,15,Male,21.4,82.2,58.0,64.7,6.2,Medium,Low,Yes,Yes,No,High,Moderate,No,Yes,77.0
STU01577,21,Other,3.7,85.4,66.7,40.7,6.7,Medium,Medium,No,No,Yes,Low,Moderate,No,No,52.5
STU01578,19,Male,12.2,87.7,66.3,65.5,7.9,Low,Medium,Yes,No,Yes,Low,Near,No,No,56.6
STU01579,17,Other,12.6,73.7,65.5,68.9,6.5,Medium,High,Yes,No,No,Medium,Near,No,No,67.7
STU01580,19,Female,17.8,97.1,67.8,64.3,5.8,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,Yes,60.0
STU01581,17,Other,13.9,80.4,75.4,62.0,4.6,High,Medium,Yes,No,Yes,High,Moderate,No,No,74.3
STU01582,18,Male,24.0,83.0,48.9,90.2,,Medium,Medium,Yes,Yes,No,Low,Near,No,No,74.8
STU01583,19,Female,10.9,93.1,58.8,75.1,7.0,Medium,Medium,Yes,No,Yes,High,Near,No,No,63.9
STU01584,18,Male,20.8,83.6,73.4,79.8,6.5,Medium,High,Yes,No,Yes,Medium,Near,No,No,64.5
STU01585,16,Male,,93.8,68.3,79.1,10.0,High,Low,Yes,Yes,Yes,Medium,Moderate,No,No,74.2
STU01586,16,Female,6.4,84.5,54.9,67.0,8.0,Low,Medium,Yes,No,Yes,Low,Near,No,Yes,49.9
STU01587,15,Male,0.0,86.0,56.7,39.1,6.2,Low,Medium,Yes,No,No,Low,Moderate,No,Yes,38.3
STU01588,21,Female,16.2,87.2,50.4,71.1,8.1,Medium,Low,Yes,No,Yes,High,Near,No,Yes,66.9
STU01589,19,Male,9.5,88.7,54.6,60.1,8.2,Medium,Medium,No,Yes,No,Medium,Moderate,No,No,55.3
STU01590,18,Male,17.2,90.6,78.5,73.7,7.0,Low,High,Yes,No,Yes,Medium,Near,No,No,69.2
STU01591,17,Female,4.9,95.5,51.9,36.4,6.4,Medium,Low,Yes,No,No,High,Moderate,No,No,57.3
STU01592,16,Male,19.3,94.9,69.8,74.8,5.5,Low,Medium,Yes,No,No,Low,Near,No,No,65.3
STU01593,21,Female,27.5,77.1,63.0,90.3,9.1,Medium,Medium,Yes,No,No,Medium,Near,No,No,67.0
STU01594,16,Female,13.1,99.5,73.4,59.2,6.8,Medium,Medium,Yes,Yes,Yes,Medium,Moderate,No,No,79.8
STU01595,17,Female,0.0,68.0,60.1,52.6,6.7,High,Medium,Yes,No,Yes,Low,Near,No,No,52.4
STU01596,21,Male,14.6,78.7,51.6,80.7,8.7,Medium,Low,Yes,No,Yes,Low,Near,Yes,No,54.4
STU01597,21,Female,9.3,83.6,68.7,46.4,7.1,Medium,Low,Yes,No,Yes,Medium,Far,No,No,63.9
STU01598,18,Other,7.4,73.3,36.0,55.6,10.0,Medium,High,Yes,No,No,Medium,Far,No,No,39.2
STU01599,18,Female,13.3,87.8,75.3,65.8,6.2,Medium,Medium,Yes,No,Yes,Medium,Near,No,No,62.7
STU01600,19,Female,23.0,92.4,69.2,61.4,6.4,Low,Low,Yes,No,No,Low,Far,No,No,61.3
STU01601,19,Female,10.4,77.9,58.3,66.7,5.9,High,Low,Yes,No,Yes,High,Moderate,No,No,72.8
STU01602,20,Female,20.6,89.6,55.1,66.2,5.8,High,Low,Yes,No,Yes,Low,Near,No,No,65.9
STU01603,20,Female,13.3,93.4,75.0,48.5,7.6,Medium,Low,Yes,Yes,No,Medium,Far,No,No,75.0
STU01604,15,Male,14.3,65.6,53.7,67.9,8.1,Low,Medium,Yes,No,No,Medium,Far,No,Yes,50.5
STU01605,16,Male,23.7,86.7,56.9,100.0,6.4,Medium,Medium,Yes,No,Yes,Low,Far,No,No,70.3
STU01606,19,Female,12.8,88.7,62.7,54.8,7.1,Medium,High,No,No,Yes,Low,Near,No,No,66.5
STU01607,18,Male,21.1,75.8,49.4,82.7,7.3,Low,Low,Yes,No,No,Medium,Near,Yes,No,53.1
STU01608,17,Female,13.2,73.1,68.2,62.2,8.9,High,Medium,No,No,No,High,Moderate,No,No,63.4
STU01609,18,Male,19.5,78.1,38.4,86.6,6.1,High,Medium,Yes,No,No,Low,Moderate,No,No,62.2
STU01610,16,Female,12.9,83.1,34.9,65.3,7.3,High,Medium,Yes,No,Yes,Medium,Near,No,No,51.3
STU01611,20,Male,16.4,77.5,72.7,53.4,7.6,High,Low,Yes,No,No,Medium,Far,No,No,66.0
STU01612,18,Male,17.1,90.6,72.3,87.1,7.6,Medium,Medium,Yes,No,No,Low,Moderate,No,No,78.3
STU01613,15,Female,20.4,89.3,57.8,76.3,7.1,Medium,Medium,Yes,Yes,Yes,Medium,Moderate,Yes,No,68.0
STU01614,16,Female,18.8,88.8,53.4,66.5,8.5,Medium,Low,No,No,No,High,Moderate,No,No,64.2
STU01615,20,Female,8.2,97.6,59.2,69.8,6.0,High,Medium,Yes,Yes,No,Medium,Moderate,No,No,70.2
STU01616,17,Male,29.6,91.5,67.5,88.3,6.7,Medium,Low,Yes,No,No,High,Near,No,No,77.5
STU01617,20,Female,15.2,87.8,55.3,69.9,6.1,Medium,High,Yes,No,Yes,Low,Far,No,No,64.0
STU01618,21,Female,22.3,72.8,67.8,57.0,6.0,Medium,High,Yes,No,No,Medium,Near,No,No,71.7
STU01619,15,Female,0.0,96.6,58.7,36.1,7.2,Medium,Medium,Yes,No,No,Medium,Near,Yes,Yes,44.7
STU01620,16,Male,21.4,97.7,47.4,78.9,8.5,Medium,High,Yes,Yes,Yes,Medium,Far,No,No,72.3
STU01621,17,Female,21.1,81.7,56.9,70.1,5.8,High,Medium,Yes,Yes,No,Medium,Far,No,No,66.1
STU01622,15,Female,16.9,76.9,62.9,82.6,8.4,Low,High,Yes,No,Yes,Low,Far,No,No,57.7
STU01623,20,Other,0.0,92.5,52.3,34.9,6.5,Medium,,Yes,Yes,Yes,Medium,Far,No,No,60.7
STU01624,15,Male,9.2,66.8,64.9,56.0,5.6,High,High,No,No,No,Medium,Moderate,No,No,61.4
STU01625,16,Female,6.8,89.0,63.8,58.6,6.0,Low,Low,Yes,No,Yes,Low,Far,No,No,54.0
STU01626,19,Female,24.3,100.0,59.9,79.9,8.4,High,Medium,Yes,No,No,High,Near,No,Yes,74.6
STU01627,15,Male,5.4,81.2,67.2,65.2,5.4,Medium,Medium,Yes,Yes,Yes,Medium,Moderate,Yes,No,60.5
STU01628,21,Male,19.4,87.4,49.5,84.7,10.0,High,Low,Yes,No,No,Medium,Moderate,No,No,69.3
STU01629,15,Male,12.7,86.0,62.2,64.2,7.2,High,High,No,Yes,No,Low,Near,No,Yes,66.5
STU01630,20,Male,23.7,95.4,54.6,74.1,4.5,High,High,Yes,No,No,Low,Moderate,No,No,64.9
STU01631,20,Male,16.8,86.1,37.3,64.1,5.4,Medium,High,No,No,No,Medium,Moderate,No,No,45.8
STU01632,17,Female,9.8,81.6,55.5,72.9,8.2,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,No,56.6
STU01633,20,Female,8.8,69.8,76.2,68.5,4.8,Medium,Medium,Yes,No,No,Medium,Near,No,No,64.1
STU01634,18,Female,11.5,85.9,88.3,53.9,8.0,High,Medium,Yes,Yes,No,Medium,Far,No,No,79.9
STU01635,16,Female,0.0,84.3,58.6,49.1,5.2,Low,,Yes,No,No,Low,Near,No,No,43.1
STU01636,16,Male,,64.7,50.7,85.3,7.5,Medium,Medium,Yes,No,No,Medium,Moderate,Yes,No,66.7
STU01637,19,Male,25.5,74.9,36.8,80.3,9.0,High,Medium,Yes,No,Yes,Medium,Far,No,No,59.0
STU01638,19,Female,15.5,79.0,42.8,77.8,7.6,Medium,Low,No,No,No,Medium,Moderate,No,No,48.3
STU01639,16,Male,22.5,79.0,48.2,73.9,8.3,High,Medium,Yes,No,No,Low,Near,No,Yes,69.1
STU01640,21,Male,14.7,84.7,50.0,78.0,8.1,Medium,Medium,No,Yes,No,Low,Near,Yes,No,50.1
STU01641,19,Male,18.5,83.9,61.5,63.1,5.3,Medium,Medium,Yes,Yes,No,Medium,Moderate,No,No,64.8
STU01642,17,Male,22.9,84.4,61.3,74.5,5.2,Medium,Medium,No,No,No,Low,Far,No,No,61.0
STU01643,20,Female,13.1,100.0,53.1,61.8,4.4,High,Low,No,No,No,Low,Far,No,No,57.8
STU01644,16,Male,21.2,80.6,53.7,73.5,7.5,Low,Medium,Yes,No,Yes,Low,Moderate,No,Yes,50.8
STU01645,19,Male,0.6,76.3,64.4,60.9,6.8,Medium,High,Yes,No,Yes,Medium,Near,No,No,55.1
STU01646,16,Male,16.7,100.0,51.1,80.0,5.5,High,High,Yes,No,Yes,Medium,Near,No,No,76.9
STU01647,18,Female,14.9,99.6,49.2,79.2,7.5,Low,Low,Yes,No,No,Medium,Near,No,No,59.6
STU01648,15,Male,12.3,74.2,55.0,54.3,9.4,Medium,Medium,No,No,Yes,Low,Near,No,No,49.8
STU01649,20,Female,13.3,97.1,72.0,57.9,8.0,Medium,High,No,No,No,Medium,Near,No,No,69.3
STU01650,16,Male,13.1,66.5,57.4,54.7,9.1,High,Low,Yes,Yes,No,Low,Near,No,No,66.5
STU01651,15,Male,23.9,100.0,57.9,84.8,6.4,Low,Medium,Yes,No,No,High,Moderate,Yes,Yes,74.5
STU01652,19,Female,14.5,100.0,55.5,75.3,7.3,Low,Medium,Yes,No,Yes,Medium,Near,No,No,60.3
STU01653,15,Male,37.6,90.3,51.7,91.3,7.5,Medium,Medium,Yes,Yes,No,Medium,Moderate,No,No,85.0
STU01654,20,Male,7.5,93.6,76.3,61.6,8.3,Medium,Medium,Yes,No,No,Low,Far,No,No,72.0
STU01655,16,Male,19.4,89.4,71.0,69.3,4.7,Medium,High,Yes,No,Yes,Low,Moderate,Yes,No,59.2
STU01656,18,Female,22.2,78.4,62.8,69.1,9.3,High,Low,No,No,No,Medium,Moderate,No,No,74.2
STU01657,21,Male,11.9,97.0,75.7,64.8,7.4,Medium,Low,Yes,Yes,No,Medium,Moderate,Yes,Yes,71.5
STU01658,19,Female,5.3,98.6,56.4,46.8,9.0,Medium,Low,Yes,Yes,No,Low,Near,No,No,57.5
STU01659,16,Male,11.4,77.7,67.1,42.5,8.6,Medium,Medium,Yes,Yes,Yes,High,Near,No,No,73.7
STU01660,20,Male,,84.7,65.0,59.6,4.0,High,Medium,Yes,No,Yes,High,Near,No,Yes,58.7
STU01661,19,Male,8.4,72.7,68.9,51.4,7.5,Medium,Low,Yes,Yes,Yes,Medium,Near,No,No,54.7
STU01662,17,Female,18.1,84.5,74.7,69.9,7.7,High,High,Yes,No,No,High,Moderate,No,No,82.8
STU01663,15,Male,35.7,82.3,68.5,81.3,6.7,Low,High,No,Yes,No,Low,Far,No,No,77.6
STU01664,21,Male,28.9,97.5,40.4,93.4,7.0,Medium,Medium,Yes,No,No,Low,Far,No,No,67.6
STU01665,20,Male,10.1,100.0,47.4,69.2,5.7,Medium,Medium,Yes,Yes,No,Low,Near,No,No,59.3
STU01666,17,Male,22.6,74.4,68.1,84.3,6.8,Low,Low,Yes,No,Yes,Medium,Far,No,No,70.2
STU01667,16,Male,12.1,92.7,54.2,50.8,6.5,Medium,Medium,Yes,No,Yes,Low,Near,No,No,53.6
STU01668,18,Female,8.0,93.8,72.7,80.1,6.2,Low,Medium,Yes,Yes,No,High,Far,No,No,69.2
STU01669,19,Male,14.3,67.5,75.8,69.9,6.5,High,Medium,Yes,No,No,Low,Near,No,Yes,72.8
STU01670,15,Male,0.0,94.7,48.0,54.2,4.0,Medium,Medium,Yes,No,No,Medium,Near,Yes,No,44.5
STU01671,19,Female,1.6,70.2,66.7,37.2,6.2,Medium,High,Yes,No,No,High,Near,No,No,53.0
STU01672,21,Male,22.3,79.9,55.7,77.9,5.6,Medium,High,Yes,No,No,Low,Far,No,No,60.0
STU01673,16,Male,25.9,76.0,60.5,81.0,5.8,Medium,Low,Yes,No,Yes,Low,Near,No,No,70.1
STU01674,19,Male,0.0,69.3,46.5,35.5,4.9,Medium,Medium,No,Yes,No,Medium,Near,No,No,40.9
STU01675,15,Female,26.7,96.0,56.8,75.4,6.7,Medium,Low,Yes,No,Yes,Low,Far,No,No,66.3
STU01676,16,Male,24.3,75.6,64.3,94.7,5.7,Medium,Medium,Yes,No,Yes,Low,Far,Yes,No,60.5
STU01677,19,Female,12.2,81.0,71.7,57.5,5.6,Low,Medium,Yes,Yes,No,Low,Near,No,No,58.0
STU01678,18,Male,18.6,84.9,63.2,70.8,7.2,High,Medium,Yes,No,Yes,Medium,Moderate,No,No,78.8
STU01679,20,Female,29.5,92.4,57.2,79.6,9.4,Medium,Medium,Yes,Yes,No,High,Near,No,Yes,75.2
STU01680,16,Male,24.8,75.3,80.7,84.8,7.2,Medium,High,Yes,No,Yes,High,Near,No,No,89.9
STU01681,20,Female,19.0,89.9,60.3,81.4,8.6,High,High,Yes,Yes,No,Low,Moderate,No,No,81.4
STU01682,16,Female,9.9,82.7,38.7,70.5,6.9,Medium,Low,Yes,Yes,No,Medium,Moderate,No,No,59.8
STU01683,18,Female,11.7,74.9,44.9,64.7,10.0,Medium,Medium,Yes,No,Yes,Medium,Moderate,No,No,49.0
STU01684,20,Male,20.6,95.2,58.7,86.0,5.3,Low,High,Yes,No,No,High,Moderate,No,No,76.3
STU01685,17,Male,19.3,100.0,43.9,64.8,4.0,Medium,High,Yes,Yes,No,Low,Moderate,No,No,59.9
STU01686,15,Male,24.3,87.0,48.5,77.1,8.3,Medium,Medium,Yes,No,No,Medium,Moderate,No,No,63.6
STU01687,17,Male,3.4,78.9,58.1,51.2,8.1,Medium,High,Yes,Yes,Yes,Medium,Moderate,No,No,55.4
STU01688,19,Male,18.6,77.6,68.6,84.1,4.3,Medium,Low,No,No,Yes,High,Moderate,No,No,61.0
STU01689,18,Female,20.8,93.1,57.5,54.8,6.8,Medium,Low,Yes,No,No,Low,Near,No,No,59.0
STU01690,17,Male,13.1,85.1,44.5,50.7,9.7,High,High,Yes,Yes,Yes,Low,Moderate,No,Yes,55.2
STU01691,16,Male,34.1,74.4,54.0,75.6,8.3,Medium,Medium,No,Yes,Yes,Low,Moderate,No,No,68.8
STU01692,19,Female,8.1,68.1,54.2,58.5,4.7,High,Low,Yes,No,No,Low,Moderate,No,No,52.0
STU01693,19,Female,14.6,88.8,65.9,64.4,4.0,High,Medium,Yes,No,No,Medium,Moderate,No,No,61.3
STU01694,17,Male,20.8,72.3,45.1,57.6,9.4,Low,Low,Yes,No,No,Medium,Near,No,No,48.1
STU01695,17,Female,21.9,81.0,52.5,83.8,5.7,Medium,Medium,Yes,No,No,Medium,Moderate,No,Yes,64.1
STU01696,18,Male,13.0,100.0,67.7,74.0,8.5,Low,Low,Yes,No,Yes,Low,Near,No,No,61.1
STU01697,15,Female,13.0,76.7,67.1,67.0,8.1,Medium,Low,Yes,No,No,Low,Far,No,No,63.1
STU01698,17,Female,20.6,95.5,75.9,61.3,7.0,Medium,Medium,No,No,Yes,Low,Moderate,No,No,70.6
STU01699,21,Female,18.7,74.8,37.0,98.8,5.9,Medium,Low,Yes,No,No,Low,Near,No,No,59.7
STU01700,17,Female,15.7,93.7,62.3,77.2,9.2,Low,Medium,Yes,No,No,Medium,Moderate,No,No,56.8
STU01701,20,Male,0.1,90.8,71.7,61.5,4.0,Medium,Medium,Yes,No,Yes,Low,Far,No,Yes,51.2
STU01702,16,Male,16.2,89.9,66.9,59.7,8.6,High,Medium,No,No,Yes,Low,Near,No,No,63.6
STU01703,21,Female,27.9,78.9,58.8,74.1,6.5,Medium,Medium,Yes,Yes,Yes,Medium,Moderate,No,No,76.7
STU01704,21,Male,19.7,91.4,59.6,61.6,5.9,Medium,Low,Yes,No,No,Medium,Moderate,Yes,Yes,63.7
STU01705,20,Female,8.8,88.7,62.1,56.2,6.8,Low,Medium,Yes,Yes,No,Medium,Moderate,No,No,58.5
STU01706,20,Male,3.3,100.0,56.5,50.0,8.7,Medium,High,Yes,No,No,High,Near,No,Yes,57.9
STU01707,19,Male,22.7,78.8,50.5,74.6,5.1,Medium,Low,Yes,No,Yes,Low,Moderate,Yes,No,58.7
STU01708,15,Male,11.3,97.9,65.5,72.9,7.5,High,High,Yes,No,Yes,Medium,Far,No,No,80.3
